timestamp,idx,path,c1,c2,c3,eb1_s,eb2_s,eb3_s,eb1_l,eb2_l,eb3_l
1613835052.351497,16,short_path,36257,140945,140897,0.0,0.0,0.0,0.0,0.0,0.0
1613835052.353336,0,long_path,8286,8515,8483,437357738430.68774,587807652389.0232,437357738430.68774,0.0,0.0,0.0
1613835052.441849,16,short_path,36289,141085,141062,437357738430.68774,587807652389.0232,437357738430.68774,2271678283.762207,3053129650.2325583,2271678283.7622075
1613835052.4438012,0,long_path,8251,8451,8497,1548732675649.9905,1204195425315.182,202581262326.0382,2271678283.762207,3053129650.2325583,2271678283.7622075
1613835052.531351,16,short_path,36316,141237,141193,1548732675649.9905,1204195425315.182,202581262326.0382,8008700402.392034,6227065943.138593,1047594283.7109936
1613835052.533021,0,long_path,8277,8492,8456,2869607848862.116,881269134809.2256,174516374170.4789,8008700402.392034,6227065943.138593,1047594283.7109936
1613835052.621602,16,short_path,36273,140968,140954,2869607848862.116,881269134809.2256,174516374170.4789,14813791886.904497,4543071882.881083,907890347.1971359
1613835052.623589,0,long_path,8239,8508,8502,3962286706257.93,504724922364.3886,371233159516.64795,14813791886.904497,4543071882.881083,907890347.1971359
1613835052.711782,16,short_path,36263,140968,140916,3962286706257.93,504724922364.3886,371233159516.64795,20456142938.48453,2606415363.276657,1934924612.6601825
1613835052.713828,0,long_path,8329,8458,8486,4630615199825.731,602992114785.2601,146608020098.00638,20456142938.48453,2606415363.276657,1934924612.6601825
1613835052.8165288,16,short_path,36284,140909,140843,4630615199825.731,602992114785.2601,146608020098.00638,23918673325.465134,3137082264.8389783,763282178.6871772
1613835052.8185248,0,long_path,8260,8476,8451,4905154932387.42,738993680137.0299,313551968092.24554,23918673325.465134,3137082264.8389783,763282178.6871772
1613835052.891335,16,short_path,36206,140837,140769,4905154932387.42,738993680137.0299,313551968092.24554,25342465644.405823,3828291143.385899,1624220767.9076252
1613835052.906923,0,long_path,8214,8454,8446,4913318966356.315,703333858300.4132,214804291235.2922,25342465644.405823,3828291143.385899,1624220767.9076252
1613835052.9816132,16,short_path,36122,140867,140813,4913318966356.315,703333858300.4132,214804291235.2922,25378911197.719273,3617710330.39763,1111551950.957944
1613835052.9835892,0,long_path,8251,8508,8500,4774830729808.374,647864261743.3278,263606111879.47598,25378911197.719273,3617710330.39763,1111551950.957944
1613835053.071754,16,short_path,36205,140906,140883,4774830729808.374,647864261743.3278,263606111879.47598,24654317779.81666,3344572520.9970927,1380882191.0919962
1613835053.073772,0,long_path,8232,8513,8447,4577984623506.418,679761432312.1656,252612246629.6018,24654317779.81666,3344572520.9970927,1380882191.0919962
1613835053.161969,16,short_path,36188,140992,140939,4577984623506.418,679761432312.1656,252612246629.6018,23638693595.526623,3531285718.890301,1307643700.9296825
1613835053.163934,0,long_path,8470,8483,8446,4390717727182.2876,729128295244.5215,233616517484.55597,23638693595.526623,3531285718.890301,1307643700.9296825
1613835053.2514482,16,short_path,36173,140855,140813,4390717727182.2876,729128295244.5215,233616517484.55597,22682406519.90321,3795231391.281243,1229697305.070577
1613835053.266492,0,long_path,8256,8435,8472,4259829654666.707,711319018711.2014,269410471799.22443,22682406519.90321,3795231391.281243,1229697305.070577
1613835053.341584,16,short_path,36143,140785,140734,4259829654666.707,711319018711.2014,269410471799.22443,22030722956.42439,3690949609.536767,1393604300.9627426
1613835053.343582,0,long_path,8254,8504,8457,4202325777020.6777,677887709230.2733,232004368123.33167,22030722956.42439,3690949609.536767,1393604300.9627426
1613835053.4318562,16,short_path,36158,140841,140852,4202325777020.6777,677887709230.2733,232004368123.33167,21740117529.991783,3494558113.9008384,1203695772.3856468
1613835053.433953,0,long_path,8278,8446,8442,4210307715306.0225,686946096881.9177,260918603277.8776,21740117529.991783,3494558113.9008384,1203695772.3856468
1613835053.536798,16,short_path,36150,141131,140837,4210307715306.0225,686946096881.9177,260918603277.8776,21773404317.698246,3546233518.815134,1362609598.8490524
1613835053.538849,0,long_path,8204,8465,8481,4263916447487.832,708237299019.4308,244337911405.28683,21773404317.698246,3546233518.815134,1362609598.8490524
1613835053.626188,16,short_path,35764,140935,140872,4263916447487.832,708237299019.4308,244337911405.28683,22026439911.579655,3655969811.2477674,1252810337.7086618
1613835053.628074,0,long_path,8247,8458,8465,4339060463404.617,699852555732.9152,248448477318.75287,22026439911.579655,3655969811.2477674,1252810337.7086618
1613835053.70166,16,short_path,36162,141004,140954,4339060463404.617,699852555732.9152,248448477318.75287,22387756768.515644,3609954440.0596848,1302379887.6770697
1613835053.7034109,0,long_path,8240,8457,8507,4412375160593.736,680621913035.7582,255549424758.85703,22387756768.515644,3609954440.0596848,1302379887.6770697
1613835053.7917309,16,short_path,36308,141048,140995,4412375160593.736,680621913035.7582,255549424758.85703,22749369518.314102,3520394465.359668,1320387634.1480556
