timestamp,idx,path,c1,c2,c3,p1,p2,p3
1613834503.7522318,16,short_path,38375,154068,154016,0.0,0.0,0.0
1613834503.856985,16,short_path,38380,153925,153911,0.0,0.0,0.0
1613834503.8575191,0,long_path,8287,8535,8550,0.0,0.0,0.0
1613834503.9321458,16,short_path,38723,154699,154727,0.0,0.0,0.0
1613834503.93277,0,long_path,8289,8552,8565,0.0,0.0,0.0
1613834504.021801,16,short_path,38759,155117,155112,0.0,0.0,0.0
1613834504.022462,0,long_path,8196,8542,8583,0.0,0.0,0.0
1613834504.1120682,16,short_path,38889,155468,155398,0.0,0.0,0.0
1613834504.112705,0,long_path,8326,8564,8568,0.0,0.0,0.0
1613834504.2022321,16,short_path,39153,155542,155675,0.0,0.0,0.0
1613834504.2029219,0,long_path,8285,8445,8554,0.0,0.0,0.0
1613834504.292005,16,short_path,38976,155807,155767,0.0,0.0,0.0
1613834504.292593,0,long_path,8274,8572,8554,0.0,0.0,0.0
1613834504.382187,16,short_path,38994,155776,155716,0.0,0.0,0.0
1613834504.382787,0,long_path,8581,8585,8551,0.0,0.0,0.0
1613834504.4872699,16,short_path,39044,155854,155748,0.0,0.0,0.0
1613834504.487992,0,long_path,8267,8573,8543,0.0,0.0,0.0
1613834504.562009,16,short_path,39065,156040,156022,0.0,0.0,0.0
1613834504.56261,0,long_path,8267,8551,8569,0.0,0.0,0.0
1613834504.651946,16,short_path,39078,155988,155933,0.0,0.0,0.0
1613834504.6524339,0,long_path,8267,8580,8539,0.0,0.0,0.0
1613834504.763684,16,short_path,39074,156006,155960,0.0,0.0,0.0
1613834504.764243,0,long_path,8272,8575,8537,0.0,0.0,0.0
1613834504.832127,16,short_path,39080,155955,155924,0.0,0.0,0.0
1613834504.8469481,0,long_path,8287,8522,8575,0.0,0.0,0.0
1613834504.922067,16,short_path,39201,155979,155935,0.0,0.0,0.0
1613834504.922679,0,long_path,8289,8600,8578,0.0,0.0,0.0
1613834505.011796,16,short_path,39075,155840,155803,0.0,0.0,0.0
1613834505.0122318,0,long_path,8235,8562,8536,0.0,0.0,0.0
1613834505.102083,16,short_path,39029,155644,155579,0.0,0.0,0.0
1613834505.1172092,0,long_path,8294,8537,8544,0.0,0.0,0.0
1613834505.191953,16,short_path,39088,155608,155574,0.0,0.0,0.0
1613834505.1925068,0,long_path,8273,8554,8615,0.0,0.0,0.0
1613834505.282103,16,short_path,39026,155676,155641,0.0,0.0,0.0
1613834505.297359,0,long_path,8267,8514,8538,0.0,0.0,0.0
1613834505.372206,16,short_path,39064,155691,155644,0.0,0.0,0.0
1613834505.3727648,0,long_path,8521,8538,8557,0.0,0.0,0.0
1613834505.473393,16,short_path,39074,155703,155776,0.0,0.0,0.0
1613834505.476984,0,long_path,8304,8607,8542,0.0,0.0,0.0
1613834505.5521998,16,short_path,39076,155806,155769,0.0,0.0,0.0
1613834505.5528681,0,long_path,8338,8528,8543,0.0,0.0,0.0
1613834505.641786,16,short_path,39106,155922,155895,0.0,0.0,0.0
1613834505.642366,0,long_path,8314,8553,8553,0.0,0.0,0.0
1613834505.7316082,16,short_path,39088,155922,155868,0.0,0.0,0.0
1613834505.732076,0,long_path,8283,8540,8558,0.0,0.0,0.0
1613834505.822138,16,short_path,38985,155637,155603,0.0,0.0,0.0
1613834505.822743,0,long_path,8306,8504,8553,0.0,0.0,0.0
1613834505.9119732,16,short_path,39307,155590,155558,0.0,0.0,0.0
1613834505.912551,0,long_path,8418,8555,8518,0.0,0.0,0.0
1613834506.00228,16,short_path,39086,155632,155591,0.0,0.0,0.0
1613834506.0172238,0,long_path,8274,8546,8532,0.0,0.0,0.0
1613834506.092055,16,short_path,39066,155643,155576,0.0,0.0,0.0
1613834506.092607,0,long_path,8251,8546,8529,0.0,0.0,0.0
1613834506.182337,16,short_path,39140,155692,155678,0.0,0.0,0.0
1613834506.197047,0,long_path,8287,8548,8544,0.0,0.0,0.0
1613834506.287101,16,short_path,39089,155778,155715,0.0,0.0,0.0
1613834506.302287,0,long_path,8296,24693,8538,0.0,0.0,0.0
1613834506.361848,16,short_path,39098,155819,155773,0.0,0.0,0.0
1613834506.362345,0,long_path,8294,8500,8539,0.0,0.0,0.0
1613834506.452389,16,short_path,39061,155672,155494,0.0,0.0,0.0
1613834506.497094,0,long_path,8261,8545,8504,0.0,0.0,0.0
1613834506.541955,16,short_path,39064,155600,155542,0.0,0.0,0.0
1613834506.5427132,0,long_path,8262,8516,8550,0.0,0.0,0.0
1613834506.631953,16,short_path,39067,155573,155554,0.0,0.0,0.0
1613834506.64717,0,long_path,8260,8503,8523,0.0,0.0,0.0
