timestamp,idx,path,c1,c2,c3
1613831293.3075671,16,short_path,37855,153334,153307
1613831293.396783,16,short_path,37921,153427,153390
1613831293.3991628,0,long_path,8275,8514,8571
1613831293.486915,16,short_path,37982,153478,153552
1613831293.48859,0,long_path,8257,8519,8610
1613831293.577176,16,short_path,37909,153505,153475
1613831293.578878,0,long_path,8316,8519,8546
1613831293.666632,16,short_path,38103,153566,153537
1613831293.66845,0,long_path,8250,8511,8504
1613831293.757088,16,short_path,37932,153600,153551
1613831293.76089,0,long_path,8274,22520,8513
1613831293.8473768,16,short_path,37891,153576,153525
1613831293.850571,0,long_path,8505,8537,8525
1613831293.93741,16,short_path,37877,153373,153472
1613831293.9394171,0,long_path,8305,8558,8543
1613831294.0272262,16,short_path,37863,153349,153298
1613831294.02956,0,long_path,8232,8549,8511
1613831294.131804,16,short_path,37894,153332,153300
1613831294.1347709,0,long_path,8312,8524,8498
1613831294.22167,16,short_path,37893,153732,153279
1613831294.223914,0,long_path,8259,8531,8506
1613831294.297579,16,short_path,37965,153515,153331
1613831294.302481,0,long_path,8319,8617,8498
1613831294.3866858,16,short_path,37898,153397,153377
1613831294.388581,0,long_path,8246,8502,8520
1613831294.47707,16,short_path,37951,153445,153954
1613831294.479263,0,long_path,8282,8511,8858
1613831294.567059,16,short_path,37888,153424,153373
1613831294.569242,0,long_path,8273,8544,8503
1613831294.657196,16,short_path,38090,153359,153311
1613831294.659379,0,long_path,8302,8499,8506
1613831294.7470279,16,short_path,37962,153502,153427
1613831294.749224,0,long_path,8271,22408,8481
1613831294.8369951,16,short_path,37969,153565,153562
1613831294.8391721,0,long_path,8242,8513,8529
1613831294.926867,16,short_path,37977,153655,153614
1613831294.9284952,0,long_path,8262,8500,8484
1613831295.0172212,16,short_path,37989,153688,153660
1613831295.01941,0,long_path,8235,8516,8572
1613831295.107295,16,short_path,38118,153709,153646
1613831295.109431,0,long_path,8345,8513,8499
1613831295.197052,16,short_path,38008,153752,153708
1613831295.19916,0,long_path,8214,8514,8540
1613831295.287462,16,short_path,37931,154076,153749
1613831295.289546,0,long_path,8265,8812,8577
1613831295.377225,16,short_path,37961,153525,153461
1613831295.3793259,0,long_path,8222,8499,8476
1613831295.4670699,16,short_path,38012,153488,153412
1613831295.469277,0,long_path,8258,8528,8500
1613831295.557035,16,short_path,37985,153496,153459
1613831295.559222,0,long_path,8284,8469,8510
1613831295.64696,16,short_path,37968,153344,153326
1613831295.6486049,0,long_path,8524,8543,8506
1613831295.736656,16,short_path,37934,153270,153261
1613831295.738695,0,long_path,8265,8491,8497
1613831295.827253,16,short_path,37934,153227,153191
1613831295.829507,0,long_path,8302,8537,8501
1613831295.932065,16,short_path,37973,153220,153173
1613831295.9342499,0,long_path,8271,8539,8579
1613831296.022107,16,short_path,37994,153316,153256
1613831296.024231,0,long_path,8280,8519,8484
1613831296.09694,16,short_path,38662,153072,153004
1613831296.099634,0,long_path,8714,8552,8525
1613831296.18676,16,short_path,37989,152939,152889
1613831296.188928,0,long_path,8299,8538,8507
1613831296.276669,16,short_path,37909,152864,152823
1613831296.278283,0,long_path,8252,8539,8555
1613831296.3670678,16,short_path,37998,152901,152859
1613831296.369243,0,long_path,8265,8524,8526
1613831296.457066,16,short_path,38012,153004,152934
1613831296.459211,0,long_path,8291,8527,8512
1613831296.5468988,16,short_path,38015,153030,152962
1613831296.5489879,0,long_path,8273,8550,8536
1613831296.636866,16,short_path,38142,153391,153342
1613831296.639078,0,long_path,8496,8562,8527
1613831296.7270699,16,short_path,38015,152860,152797
1613831296.741765,0,long_path,8236,8500,8521
1613831296.816709,16,short_path,37970,152619,152575
1613831296.818808,0,long_path,8251,8529,8516
1613831296.9070148,16,short_path,37900,152326,152306
1613831296.909191,0,long_path,8285,8517,8491
1613831296.997062,16,short_path,37910,151815,152439
1613831296.999222,0,long_path,8136,8559,8555
1613831297.0870621,16,short_path,37926,152798,152772
1613831297.0892,0,long_path,8226,8572,8536
1613831297.177355,16,short_path,38052,153226,153182
1613831297.179405,0,long_path,8274,8503,8532
1613831297.267145,16,short_path,38117,153375,153029
1613831297.269313,0,long_path,8280,8494,8133
1613831297.357295,16,short_path,38124,153550,153493
1613831297.359508,0,long_path,8245,8536,8518
1613831297.4472818,16,short_path,38001,153461,153433
1613831297.4492989,0,long_path,8254,8493,8501
1613831297.5370371,16,short_path,38146,153485,153426
1613831297.53919,0,long_path,8312,22392,8529
1613831297.626848,16,short_path,38137,153454,153452
1613831297.62916,0,long_path,8524,8523,8541
1613831297.731916,16,short_path,38092,153363,153218
1613831297.73386,0,long_path,8258,8517,8510
1613831297.806912,16,short_path,38115,153376,153342
1613831297.80877,0,long_path,8248,8523,8521
1613831297.897259,16,short_path,38118,153499,153442
1613831297.899317,0,long_path,8244,8552,8521
1613831297.9953,16,short_path,38159,153601,153565
1613831297.996757,0,long_path,8412,8526,8569
1613831298.076684,16,short_path,38198,153516,153688
1613831298.078742,0,long_path,8231,8353,8551
1613831298.167119,16,short_path,38151,153488,153442
1613831298.169142,0,long_path,8237,8531,8507
1613831298.256984,16,short_path,38291,153549,153622
1613831298.258928,0,long_path,8275,8505,8597
1613831298.346625,16,short_path,38165,153629,153554
1613831298.348127,0,long_path,8272,8531,8528
1613831298.444845,16,short_path,38342,153603,153559
1613831298.446274,0,long_path,8261,8539,8571
1613831298.5272288,16,short_path,38148,153535,153482
1613831298.530057,0,long_path,8259,8518,8549
1613831298.616564,16,short_path,38171,153606,153573
1613831298.619071,0,long_path,8253,8520,8504
1613831298.7069,16,short_path,38124,153444,153421
1613831298.708799,0,long_path,8248,8535,8521
1613831298.7965,16,short_path,38080,153302,153217
1613831298.798056,0,long_path,8282,8507,8500
1613831298.886518,16,short_path,37776,152958,152909
1613831298.888486,0,long_path,8136,8524,8502
1613831298.976332,16,short_path,37983,152859,152832
1613831298.9778,0,long_path,8254,8529,8546
1613831299.069961,16,short_path,37941,153018,152876
1613831299.077326,0,long_path,8255,8579,8569
1613831299.1716669,16,short_path,37966,152950,152916
1613831299.1731882,0,long_path,8244,8511,8523
1613831299.261479,16,short_path,38010,153051,152988
1613831299.262988,0,long_path,8256,8550,8511
1613831299.336475,16,short_path,38119,153478,153447
1613831299.339085,0,long_path,8227,8547,8501
1613831299.4266722,16,short_path,38079,153529,153490
1613831299.428351,0,long_path,8548,8512,8495
1613831299.53169,16,short_path,38059,153353,153324
1613831299.533612,0,long_path,8263,8468,8509
1613831299.6068969,16,short_path,38079,153343,153315
1613831299.609144,0,long_path,8266,8479,8478
1613831299.6968188,16,short_path,38056,153380,153362
1613831299.698467,0,long_path,8278,8504,8478
1613831299.78663,16,short_path,38068,153377,153355
1613831299.802301,0,long_path,8263,8478,8470
1613831299.877045,16,short_path,38322,153563,153523
1613831299.879274,0,long_path,8387,8575,8509
1613831299.96702,16,short_path,38135,153705,153681
1613831299.969153,0,long_path,8262,8499,8508
1613831300.056756,16,short_path,38099,153812,153792
1613831300.0582988,0,long_path,8231,8517,8509
1613831300.1469052,16,short_path,38134,153768,153721
1613831300.1616518,0,long_path,8276,8477,8479
1613831300.236535,16,short_path,38053,153826,153801
1613831300.238379,0,long_path,8225,8504,8508
1613831300.326737,16,short_path,38137,153927,153883
1613831300.328823,0,long_path,8239,8522,8521
1613831300.416987,16,short_path,38142,154001,153956
1613831300.43219,0,long_path,8535,8495,8501
1613831300.507015,16,short_path,38132,154034,153923
1613831300.5093482,0,long_path,8284,8492,8505
