timestamp,idx,path,c1,c2,c3
1613829589.107349,16,short_path,37444,151221,151168
1613829589.183276,16,short_path,37486,151337,151270
1613829589.183863,0,long_path,8288,8536,8509
1613829589.273233,16,short_path,37430,151302,151276
1613829589.273718,0,long_path,8266,8517,8485
1613829589.3633122,16,short_path,37352,150746,150716
1613829589.3636868,0,long_path,8280,8543,8509
1613829589.452487,16,short_path,37130,150577,150558
1613829589.452945,0,long_path,8276,8498,8536
1613829589.557339,16,short_path,36771,150785,150726
1613829589.557754,0,long_path,7896,8387,8504
1613829589.632664,16,short_path,37608,151079,151051
1613829589.6625621,0,long_path,8253,8502,8518
1613829589.775465,16,short_path,37680,151421,151656
1613829589.77586,0,long_path,8216,20621,8510
1613829589.813248,16,short_path,37781,151959,151958
1613829589.813719,0,long_path,8283,8543,8551
1613829589.902783,16,short_path,37625,151647,151584
1613829589.903239,0,long_path,8255,8523,8502
1613829589.9927108,16,short_path,37524,151275,151208
1613829589.993243,0,long_path,8287,8471,8489
1613829590.082968,16,short_path,37449,151176,151153
1613829590.083432,0,long_path,8247,8527,8550
1613829590.202708,16,short_path,37438,151197,151128
1613829590.20316,0,long_path,8240,8493,8534
1613829590.292773,16,short_path,37434,151242,151200
1613829590.29319,0,long_path,8274,8499,8505
1613829590.382591,16,short_path,37428,151311,151288
1613829590.382996,0,long_path,8248,8550,8530
1613829590.4429052,16,short_path,37435,151363,151336
1613829590.4433548,0,long_path,8262,8475,8517
1613829590.532661,16,short_path,37107,151284,151262
1613829590.533108,0,long_path,8076,8435,8459
1613829590.652715,16,short_path,37472,151499,151464
1613829590.653219,0,long_path,8882,8497,8559
1613829590.712976,16,short_path,37422,151549,151589
1613829590.713433,0,long_path,8257,8544,8508
1613829590.8026838,16,short_path,37424,151502,151405
1613829590.803146,0,long_path,8228,8500,8501
1613829590.8932202,16,short_path,37409,151370,151369
1613829590.8935292,0,long_path,8225,8517,8540
1613829590.982767,16,short_path,37492,151597,151593
1613829590.9833322,0,long_path,8322,8518,8516
1613829591.072385,16,short_path,37567,151814,151780
1613829591.07283,0,long_path,8268,8526,8524
1613829591.1623769,16,short_path,37655,151983,152017
1613829591.162882,0,long_path,8285,8525,8523
1613829591.252701,16,short_path,37348,151798,151763
1613829591.253162,0,long_path,8248,8522,8521
1613829591.3733041,16,short_path,37175,151299,151257
1613829591.373688,0,long_path,8270,8497,8545
1613829591.432469,16,short_path,37092,151043,150988
1613829591.432925,0,long_path,8258,8529,8541
1613829591.552402,16,short_path,37113,151454,151178
1613829591.552788,0,long_path,8312,20153,8519
1613829591.6131468,16,short_path,37188,151413,151373
1613829591.6138291,0,long_path,8504,8521,8502
1613829591.703167,16,short_path,37361,152077,152114
1613829591.703628,0,long_path,8286,8574,8513
1613829591.792964,16,short_path,37399,152295,152293
1613829591.7934568,0,long_path,8218,8553,8553
1613829591.8832152,16,short_path,37492,152582,152534
1613829591.883739,0,long_path,8291,8519,8574
