timestamp,idx,path,c1,c2,c3,p1,p2,p3
1613834771.44516,16,short_path,37828,146353,146330,0.0,0.0,0.0
1613834771.5347672,16,short_path,37856,146464,146396,471792489319.6501,634087867192.7443,471792489319.65015
1613834771.5368068,0,long_path,8211,15383,8469,1669890895523.9194,1298400094215.9639,218428985134.34125
1613834771.624706,16,short_path,37881,146518,146487,1761320605763.729,1213205330047.3955,176120777417.53937
1613834771.626604,0,long_path,8285,8403,8398,2280585168099.066,780862824071.6886,1049479402255.0795
1613834771.7295842,16,short_path,37838,146471,146361,2286035630759.571,810934417949.512,988528241892.1154
1613834771.731626,0,long_path,8254,8496,8477,2129228663598.2305,980972513745.8464,1623487974584.398
1613834771.819811,16,short_path,37844,146374,146327,2113854527210.91,970429323100.9968,1600043599709.3342
1613834771.821763,0,long_path,8240,8443,8400,1902170153369.7207,900498237595.9376,1715483370877.5403
1613834771.894678,16,short_path,37862,146396,146366,1890217718643.716,905771760830.3837,1717324241676.24
1613834771.89664,0,long_path,8231,8392,8478,1777113658385.7988,966304947977.025,1607164232724.3635
1613834771.984599,16,short_path,37868,146412,146400,1774366550522.5955,962422589150.8042,1616896817826.5557
1613834771.986618,0,long_path,8235,8413,8429,1796745383409.3452,919211296921.5353,1492267219364.4873
1613834772.089252,16,short_path,37854,146390,146330,1800754350401.1985,921569288663.584,1497730650505.1245
1613834772.0910132,0,long_path,8262,8382,8444,1870264369175.614,948158761262.0951,1468180277269.1646
1613834772.164563,16,short_path,37815,146088,146051,1874628034793.999,946580049294.0647,1467352832534.0393
1613834772.166183,0,long_path,8261,8455,8440,1917673586248.9634,921055480370.3365,1507329955776.1318
1613834772.254869,16,short_path,37656,145984,145973,1918742562458.747,922308236483.2755,1503699251578.0312
1613834772.256722,0,long_path,8267,8402,8460,1907876233816.0273,942564689466.7316,1551840697418.129
1613834772.359537,16,short_path,37839,146028,146003,1905925143211.385,941682664714.1237,1549633683334.1736
1613834772.361505,0,long_path,8249,8436,8436,1871186343323.261,927472706512.8478,1561325680149.6338
1613834772.434897,16,short_path,37869,146072,146014,1868958992104.0898,928118883527.8894,1561805805590.6853
1613834772.436788,0,long_path,8408,8426,8405,1846505294810.375,941556851414.271,1541061496621.0732
1613834772.5243258,16,short_path,37970,146423,146408,1845941918167.813,941055609858.6161,1542974956330.9238
1613834772.526737,0,long_path,8243,8420,8443,1853223048561.36,930981120803.1881,1518088727095.2847
1613834772.6147468,16,short_path,38065,146750,146790,1854445279897.6465,931341195333.6553,1519173635520.6128
1613834772.6168,0,long_path,8237,8444,8458,1877457874600.0105,941008921979.0789,1515884383776.5466
1613834772.7198,16,short_path,37966,146505,146708,1878966691712.35,940738659219.705,1515357937401.6802
1613834772.7217631,0,long_path,8278,8445,8423,1894008315007.7878,930951527630.416,1529933462352.8584
1613834772.809531,16,short_path,37721,145660,145603,1894372883169.6511,931163540776.9615,1528745717859.5435
1613834772.81154,0,long_path,8264,8426,8442,1887066268832.6057,935009621924.4559,1540915674141.3083
1613834772.884705,16,short_path,38131,146215,146173,1885984187775.867,934833521392.9442,1540561313485.806
1613834772.886625,0,long_path,8273,8440,8428,1869638340287.1812,933735561689.5825,1540778676014.176
1613834772.9744792,16,short_path,37915,146349,146346,1868742492699.6172,933878689680.7803,1541061299297.9456
1613834772.989929,0,long_path,8227,8415,8439,1861622250407.7908,937685103524.7343,1533804023458.8184
1613834773.064515,16,short_path,38066,146190,146165,1861567699982.3574,937580287963.5101,1534416993198.0925
1613834773.079862,0,long_path,8236,8421,8433,1865890358095.591,932473424134.4788,1525744842545.0542
1613834773.154769,16,short_path,37939,146573,146517,1866428767683.265,932543790865.1954,1526152445489.05
1613834773.1567402,0,long_path,8266,8460,8453,1876663382419.1426,938156213037.231,1525586565880.4224
1613834773.259428,16,short_path,37791,146293,146246,1877349822586.4133,938124562650.5085,1525294912063.1968
1613834773.2613919,0,long_path,8249,8462,8456,1883381181357.1797,932386574756.1783,1531685541646.6196
1613834773.334325,16,short_path,37632,145493,145455,1883443659769.035,932396146409.863,1531215495183.6194
1613834773.3357902,0,long_path,8232,14446,8432,1877269308933.9229,933230787453.3617,1534246726307.3042
1613834773.424573,16,short_path,37798,146072,146046,1877166692129.8533,934308220056.9634,1535132812387.1511
1613834773.426558,0,long_path,8456,8444,8436,1882293172286.9722,936418990447.9464,1519211900565.8699
1613834773.529493,16,short_path,37954,147096,146928,1882211778698.4841,935081068736.4924,1519702296631.6887
1613834773.531441,0,long_path,8243,8507,8445,1878760505455.2092,938461159475.9965,1523919827482.872
1613834773.619704,16,short_path,38034,147370,147306,1878566154986.2312,939138431938.8574,1523248325147.4836
1613834773.6217191,0,long_path,8269,8412,8396,1879644840363.4038,937413530756.7473,1533981558054.866
1613834773.694303,16,short_path,38027,147287,147587,1879928533196.7036,937149316949.4136,1533356109109.8806
1613834773.6962519,0,long_path,8280,8450,8706,1885220758225.3271,938545299582.543,1540906544039.6519
1613834773.7845728,16,short_path,38000,147225,147169,1885557765175.0725,938733931987.3894,1540520106417.128
1613834773.7865899,0,long_path,8289,8396,8391,1887914202466.9915,936603260639.3228,1543366831114.3252
1613834773.874721,16,short_path,37912,147189,147189,1887853906593.6377,936415164461.1368,1543298759441.8574
1613834773.876809,0,long_path,8315,8429,8474,1884413959122.4756,937897352232.5673,1542805014367.8652
1613834773.9646301,16,short_path,38002,147310,147252,1884110320755.6494,938030303822.1249,1542933940351.5334
1613834773.966665,0,long_path,8240,8396,8444,1880480735154.3228,937637337160.2578,1540331558842.7947
1613834774.069833,16,short_path,37981,147363,147333,1880333413572.9644,937541923848.1677,1540519322025.8677
1613834774.0717812,0,long_path,8260,8410,8439,1880204370025.1384,938062860713.9225,1538337467599.4468
1613834774.15969,16,short_path,38029,147426,147384,1880325223163.8508,938135553076.6454,1538420688778.5417
1613834774.1617868,0,long_path,8253,8421,8406,1883566814426.4536,937986652237.4015,1538653869069.1697
1613834774.2495449,16,short_path,38019,147363,147303,1883814910361.1907,937936274545.2904,1538539395098.229
1613834774.251573,0,long_path,8446,8450,8464,1886460662848.2842,937623333040.4574,1541035077764.7832
1613834774.339691,16,short_path,38035,147544,147480,1886549739608.76,937688287038.7507,1540869705431.1445
1613834774.3416908,0,long_path,8256,16416,8427,1886727925562.6287,938800917983.6772,1543225875876.6304
1613834774.41422,16,short_path,38035,147565,147522,1887830730585.3267,940363997982.8718,1544271914052.6013
1613834774.416299,0,long_path,8286,8415,8446,1905350568982.2485,940478739584.4092,1525282299658.3047
1613834774.504577,16,short_path,38019,147461,147703,1905602903445.508,938614699663.9658,1525747647688.317
1613834774.5066,0,long_path,8228,8412,8444,1897523153361.6465,937779401017.3741,1530460758471.8057
1613834774.6095989,16,short_path,38094,147628,147371,1896682556301.56,938726659291.2426,1529775531801.6572
1613834774.6115358,0,long_path,8242,8450,8285,1886730467099.859,938710559001.888,1539094176391.9375
1613834774.684566,16,short_path,38100,147886,147844,1886371712865.7607,938341138604.5337,1538631309494.128
1613834774.686315,0,long_path,8264,8455,8448,1885995464816.786,940343802407.0553,1544807310545.239
1613834774.7898262,16,short_path,38134,148083,148051,1886162509885.8762,940582264029.9076,1544425297695.564
1613834774.791677,0,long_path,8248,8470,8442,1889827493509.3196,940072352593.6273,1549488915382.9243
1613834774.86466,16,short_path,37906,148110,148059,1890022229058.0706,939876123298.102,1549244832462.6697
1613834774.866615,0,long_path,8264,8399,8411,1890727964914.6565,940289748052.3748,1550694859000.5017
1613834774.9540842,16,short_path,38108,148144,148090,1890619028588.7964,940432257717.2554,1550743987317.764
1613834774.955709,0,long_path,8281,8453,8435,1888017872150.3313,939872023872.5405,1548187685577.374
