timestamp,idx,path,c1,c2,c3,p1,p2,p3
1613832320.804358,16,short_path,39351,159922,159902,0.0,0.0,0.0
1613832320.805722,0,long_path,8238,8571,8618,0.0,0.0,0.0
1613832320.8943942,16,short_path,39359,159998,159959,0.0,0.0,0.0
1613832320.8954759,0,long_path,8282,8599,8583,0.0,0.0,0.0
1613832320.984214,16,short_path,39302,160052,159992,0.0,0.0,0.0
1613832320.984875,0,long_path,8310,8558,8615,0.0,0.0,0.0
1613832321.07406,16,short_path,39288,159899,159881,0.0,0.0,0.0
1613832321.075101,0,long_path,8269,8558,8593,0.0,0.0,0.0
1613832321.1642408,16,short_path,39296,159990,159952,0.0,0.0,0.0
1613832321.165194,0,long_path,8276,8594,8592,0.0,0.0,0.0
1613832321.254317,16,short_path,39322,160088,160040,0.0,0.0,0.0
1613832321.255213,0,long_path,8565,8568,8563,0.0,0.0,0.0
1613832321.35923,16,short_path,39332,160134,160079,0.0,0.0,0.0
1613832321.360255,0,long_path,8303,8671,8573,0.0,0.0,0.0
1613832321.463941,16,short_path,39340,160254,160209,0.0,0.0,0.0
1613832321.464907,0,long_path,8264,8567,8564,0.0,0.0,0.0
1613832321.524101,16,short_path,39319,160255,160223,0.0,0.0,0.0
1613832321.526307,0,long_path,8291,8577,8947,0.0,0.0,0.0
1613832321.614104,16,short_path,39347,160308,160276,0.0,0.0,0.0
1613832321.615187,0,long_path,8255,8598,8583,0.0,0.0,0.0
1613832321.704235,16,short_path,39342,160198,160157,0.0,0.0,0.0
1613832321.7052531,0,long_path,8272,8618,8595,0.0,0.0,0.0
1613832321.809255,16,short_path,39359,160227,160160,0.0,0.0,0.0
1613832321.810163,0,long_path,8321,8594,8565,0.0,0.0,0.0
1613832321.884305,16,short_path,39359,160280,160231,0.0,0.0,0.0
1613832321.885244,0,long_path,8253,8576,8592,0.0,0.0,0.0
1613832321.974329,16,short_path,39351,160287,160258,0.0,0.0,0.0
1613832321.975351,0,long_path,8265,8606,8585,0.0,0.0,0.0
1613832322.064227,16,short_path,39288,160432,160377,0.0,0.0,0.0
1613832322.065144,0,long_path,8255,8573,8570,0.0,0.0,0.0
1613832322.154161,16,short_path,39400,160475,160457,0.0,0.0,0.0
1613832322.1554189,0,long_path,8295,29418,8589,0.0,0.0,0.0
1613832322.244163,16,short_path,39405,160527,160502,0.0,0.0,0.0
1613832322.245295,0,long_path,8599,8564,8540,0.0,0.0,0.0
1613832322.33376,16,short_path,39361,160469,160478,0.0,0.0,0.0
1613832322.334923,0,long_path,8264,8576,8594,0.0,0.0,0.0
1613832322.424018,16,short_path,39386,160296,160092,0.0,0.0,0.0
1613832322.425117,0,long_path,8334,8543,8524,0.0,0.0,0.0
1613832322.5139399,16,short_path,39358,160308,160251,0.0,0.0,0.0
1613832322.514904,0,long_path,8269,8578,8571,0.0,0.0,0.0
1613832322.604085,16,short_path,39355,160306,160283,0.0,0.0,0.0
1613832322.6052449,0,long_path,8291,8540,8594,0.0,0.0,0.0
1613832322.693999,16,short_path,39301,160249,160179,0.0,0.0,0.0
1613832322.6952288,0,long_path,8285,8557,8564,0.0,0.0,0.0
1613832322.784202,16,short_path,39342,160223,160163,0.0,0.0,0.0
1613832322.785334,0,long_path,8272,8548,8593,0.0,0.0,0.0
1613832322.874167,16,short_path,39360,160222,160212,0.0,0.0,0.0
1613832322.875199,0,long_path,8282,8576,8602,0.0,0.0,0.0
1613832322.964055,16,short_path,39344,160266,160225,0.0,0.0,0.0
1613832322.965197,0,long_path,8251,8576,8580,0.0,0.0,0.0
1613832323.054393,16,short_path,39211,160285,160271,0.0,0.0,0.0
1613832323.0554419,0,long_path,8272,8564,8584,0.0,0.0,0.0
1613832323.144064,16,short_path,39319,160094,160070,0.0,0.0,0.0
1613832323.1451468,0,long_path,8236,29032,8575,0.0,0.0,0.0
1613832323.2492049,16,short_path,39309,160030,159977,0.0,0.0,0.0
1613832323.250329,0,long_path,8246,8426,8567,0.0,0.0,0.0
1613832323.324042,16,short_path,39319,160014,159871,0.0,0.0,0.0
1613832323.32515,0,long_path,8288,8628,8571,0.0,0.0,0.0
1613832323.413955,16,short_path,39306,159937,160037,0.0,0.0,0.0
1613832323.4150589,0,long_path,8278,8526,8664,0.0,0.0,0.0
1613832323.5041049,16,short_path,39318,160043,160010,0.0,0.0,0.0
1613832323.505216,0,long_path,8282,8627,8589,0.0,0.0,0.0
1613832323.594166,16,short_path,39352,160117,160096,0.0,0.0,0.0
1613832323.595274,0,long_path,8266,8533,8590,0.0,0.0,0.0
1613832323.684292,16,short_path,39259,160205,160146,0.0,0.0,0.0
1613832323.685388,0,long_path,8270,8526,8523,0.0,0.0,0.0
1613832323.7744179,16,short_path,39371,160270,160208,0.0,0.0,0.0
1613832323.77534,0,long_path,8252,8608,8575,0.0,0.0,0.0
1613832323.8643131,16,short_path,39305,160169,160115,0.0,0.0,0.0
1613832323.86524,0,long_path,8257,8550,8561,0.0,0.0,0.0
1613832323.954085,16,short_path,39351,160068,160049,0.0,0.0,0.0
1613832323.955034,0,long_path,8296,8614,8567,0.0,0.0,0.0
1613832324.044286,16,short_path,39339,160028,159960,0.0,0.0,0.0
1613832324.045215,0,long_path,8588,8552,8560,0.0,0.0,0.0
1613832324.1344252,16,short_path,39346,159963,159921,0.0,0.0,0.0
1613832324.1354089,0,long_path,8308,8570,8564,0.0,0.0,0.0
1613832324.224438,16,short_path,39323,159953,159919,0.0,0.0,0.0
1613832324.225384,0,long_path,8243,8559,8587,0.0,0.0,0.0
1613832324.314162,16,short_path,39327,159958,159952,0.0,0.0,0.0
1613832324.315254,0,long_path,8265,8615,8278,0.0,0.0,0.0
1613832324.404381,16,short_path,39328,160016,159979,0.0,0.0,0.0
1613832324.405321,0,long_path,8246,8583,8569,0.0,0.0,0.0
1613832324.494155,16,short_path,39355,160030,159964,0.0,0.0,0.0
1613832324.49517,0,long_path,8331,8580,8567,0.0,0.0,0.0
1613832324.584131,16,short_path,39326,159969,159893,0.0,0.0,0.0
1613832324.585238,0,long_path,8288,8565,8633,0.0,0.0,0.0
1613832324.674281,16,short_path,39188,159790,159774,0.0,0.0,0.0
1613832324.675387,0,long_path,8239,8550,8555,0.0,0.0,0.0
1613832324.7641542,16,short_path,39315,159774,159741,0.0,0.0,0.0
1613832324.765306,0,long_path,8285,8580,8620,0.0,0.0,0.0
1613832324.85437,16,short_path,39397,159720,159687,0.0,0.0,0.0
1613832324.855289,0,long_path,8240,8592,8577,0.0,0.0,0.0
1613832324.944654,16,short_path,39304,159745,159698,0.0,0.0,0.0
1613832324.9458292,0,long_path,8268,8588,8557,0.0,0.0,0.0
1613832325.049561,16,short_path,39312,159781,159746,0.0,0.0,0.0
1613832325.050848,0,long_path,8316,8576,8560,0.0,0.0,0.0
1613832325.123571,16,short_path,39332,159840,159982,0.0,0.0,0.0
1613832325.124301,0,long_path,8275,8563,8575,0.0,0.0,0.0
