timestamp,idx,path,c1,c2,c3,eb1_s,eb2_s,eb3_s,eb1_l,eb2_l,eb3_l
1613880478.326771,16,short_path,50295,26117,70339,872828603610.0018,137981145506.03802,49696088303.50608,21290287572.71419,3721300649.988687,1037417581.3545431
1613880478.340802,32,long_path,4162,3203,12714,872216884481.8035,137797036390.66272,49593098387.18023,21290287572.71419,3721300649.988687,1037417581.3545431
1613880478.417089,16,short_path,50313,26120,70335,872216884481.8035,137797036390.66272,49593098387.18023,20630077392.814964,3773037707.299805,1673628190.5027359
1613880478.421708,32,long_path,4150,3142,12717,871547185001.8883,137792108928.06885,49596793091.70882,20630077392.814964,3773037707.299805,1673628190.5027359
1613880478.5062249,16,short_path,50179,26115,70334,871547185001.8883,137792108928.06885,49596793091.70882,20202962568.272533,3441865749.124068,1266400583.2257674
1613880478.523267,32,long_path,4236,3288,12724,871030042150.8948,137834207956.8738,49633547042.670044,20202962568.272533,3441865749.124068,1266400583.2257674
1613880478.59728,16,short_path,50289,26100,70317,871030042150.8948,137834207956.8738,49633547042.670044,19985350065.301136,3424644908.8612123,1484978164.4962294
1613880478.6102881,32,long_path,4160,3119,12716,870854284344.0692,137763285068.77158,49531443561.59242,19985350065.301136,3424644908.8612123,1484978164.4962294
1613880478.686889,16,short_path,50288,26110,70328,870854284344.0692,137763285068.77158,49531443561.59242,19917608074.30665,3587022016.3734913,1399098411.6086698
1613880478.700735,32,long_path,4163,3139,12688,871156926384.029,137778727521.44128,49703156743.14162,19917608074.30665,3587022016.3734913,1399098411.6086698
1613880478.777316,16,short_path,50304,26116,70347,871156926384.029,137778727521.44128,49703156743.14162,19949353270.117657,3586715777.4443736,1369282444.0157766
1613880478.7820318,32,long_path,4157,3125,12716,871860297065.4049,137909124027.28583,49589069057.439995,19949353270.117657,3586715777.4443736,1369282444.0157766
1613880478.8669162,16,short_path,50325,26125,70368,871860297065.4049,137909124027.28583,49589069057.439995,20050883708.775772,3464865345.2312875,1480191375.6987915
1613880478.880917,32,long_path,3136,3136,12726,872748289384.0396,138035989275.74295,49631804844.51406,20050883708.775772,3464865345.2312875,1480191375.6987915
1613880478.956792,16,short_path,50380,26148,70419,872748289384.0396,138035989275.74295,49631804844.51406,20141334916.19324,3410639276.8230395,1310648109.7371812
1613880478.970422,32,long_path,4183,3148,12731,873584376721.6372,138070033121.89517,49801259998.074814,20141334916.19324,3410639276.8230395,1310648109.7371812
1613880479.046643,16,short_path,50200,26126,70388,873584376721.6372,138070033121.89517,49801259998.074814,20203001115.70517,3492357580.22992,1484870031.0619988
1613880479.06127,32,long_path,4159,3131,12719,873984485528.0118,137846742932.91998,49428185332.47129,20203001115.70517,3492357580.22992,1484870031.0619988
1613880479.132549,16,short_path,50324,26121,70356,873984485528.0118,137846742932.91998,49428185332.47129,20269470908.178604,3583265534.4412203,1393425975.251767
1613880479.150311,32,long_path,4159,3130,12715,873700257485.2086,137743530506.1959,49774349624.45596,20269470908.178604,3583265534.4412203,1393425975.251767
1613880479.2233112,16,short_path,50319,26131,70370,873700257485.2086,137743530506.1959,49774349624.45596,20322330633.959316,3524677342.4153914,1399332535.2320828
1613880479.240593,32,long_path,3134,3134,12718,872881961052.3724,138021459770.20782,49622132609.83305,20322330633.959316,3524677342.4153914,1399332535.2320828
1613880479.316722,16,short_path,50314,26112,70334,872881961052.3724,138021459770.20782,49622132609.83305,20300589015.815018,3420044252.671501,1411516610.9672406
1613880479.330403,32,long_path,4158,3129,12732,871780137486.5302,137999681347.26453,49534200919.90928,20300589015.815018,3420044252.671501,1411516610.9672406
1613880479.406944,16,short_path,50316,26113,70353,871780137486.5302,137999681347.26453,49534200919.90928,20216015468.663967,3468285126.7775044,1396583570.0173914
1613880479.421052,32,long_path,4144,3136,12671,870728475446.4287,137732207861.04477,49790892841.49233,20216015468.663967,3468285126.7775044,1396583570.0173914
