timestamp,idx,path,c1,c2,c3,p1,p2,p3
1613832887.9265149,16,short_path,38742,156602,156530,0.0,0.0,0.0
1613832887.9314098,0,long_path,8322,8555,8533,0.0,0.0,0.0
1613832888.016371,16,short_path,38734,156533,156470,0.0,0.0,0.0
1613832888.017676,0,long_path,8299,8478,8492,0.0,0.0,0.0
1613832888.106273,16,short_path,38682,156572,156540,0.0,0.0,0.0
1613832888.107172,0,long_path,8229,8509,8542,0.0,0.0,0.0
1613832888.195565,16,short_path,38726,156622,156580,0.0,0.0,0.0
1613832888.1965451,0,long_path,8246,8519,8494,0.0,0.0,0.0
1613832888.285888,16,short_path,38729,156289,156210,0.0,0.0,0.0
1613832888.287169,0,long_path,8267,8504,8533,0.0,0.0,0.0
1613832888.3762019,16,short_path,38644,155991,155936,0.0,0.0,0.0
1613832888.377558,0,long_path,8256,8521,8515,0.0,0.0,0.0
1613832888.4662762,16,short_path,38617,155870,155792,0.0,0.0,0.0
1613832888.467752,0,long_path,8560,8533,8501,0.0,0.0,0.0
1613832888.556164,16,short_path,38577,155719,155729,0.0,0.0,0.0
1613832888.557496,0,long_path,8255,8535,8527,0.0,0.0,0.0
1613832888.6614242,16,short_path,38561,155702,155446,0.0,0.0,0.0
1613832888.662653,0,long_path,8273,8557,8363,0.0,0.0,0.0
1613832888.736246,16,short_path,38574,155639,155570,0.0,0.0,0.0
1613832888.73766,0,long_path,8257,8497,8490,0.0,0.0,0.0
1613832888.8261719,16,short_path,38535,155610,155569,0.0,0.0,0.0
1613832888.827544,0,long_path,8265,8538,8490,0.0,0.0,0.0
1613832888.916182,16,short_path,38543,155632,155570,0.0,0.0,0.0
1613832888.917569,0,long_path,8273,8564,8489,0.0,0.0,0.0
1613832889.005843,16,short_path,38537,155661,155622,0.0,0.0,0.0
1613832889.007157,0,long_path,8255,8472,8491,0.0,0.0,0.0
1613832889.096113,16,short_path,38527,155523,155511,0.0,0.0,0.0
1613832889.0973902,0,long_path,8265,8585,8548,0.0,0.0,0.0
1613832889.1858182,16,short_path,38459,155238,155198,0.0,0.0,0.0
1613832889.187395,0,long_path,8252,8518,8523,0.0,0.0,0.0
