timestamp,idx,path,c1,c2,c3,p1,p2,p3
1613833307.5532532,16,short_path,38870,160300,160060,0.0,0.0,0.0
1613833307.642826,16,short_path,38876,160371,160886,0.0,0.0,0.0
1613833307.643407,0,long_path,8248,8513,9015,0.0,0.0,0.0
1613833307.733088,16,short_path,38883,160409,160358,0.0,0.0,0.0
1613833307.733666,0,long_path,8300,8555,8516,0.0,0.0,0.0
1613833307.823157,16,short_path,38877,160455,160357,0.0,0.0,0.0
1613833307.823624,0,long_path,8258,8597,8593,0.0,0.0,0.0
1613833307.913171,16,short_path,38727,160155,160143,0.0,0.0,0.0
1613833307.913677,0,long_path,8230,8556,8554,0.0,0.0,0.0
1613833308.002753,16,short_path,38821,160082,160024,0.0,0.0,0.0
1613833308.0180328,0,long_path,8278,8530,8541,0.0,0.0,0.0
1613833308.093139,16,short_path,38898,159988,159957,0.0,0.0,0.0
1613833308.093764,0,long_path,8248,8509,8525,0.0,0.0,0.0
1613833308.1830862,16,short_path,38794,159953,159886,0.0,0.0,0.0
1613833308.198245,0,long_path,8251,8622,8532,0.0,0.0,0.0
1613833308.2881348,16,short_path,38763,159899,159880,0.0,0.0,0.0
1613833308.2886379,0,long_path,8232,8564,8556,0.0,0.0,0.0
1613833308.363202,16,short_path,38787,159929,159870,0.0,0.0,0.0
1613833308.363798,0,long_path,8263,8544,8537,0.0,0.0,0.0
1613833308.453256,16,short_path,38783,159909,159877,0.0,0.0,0.0
1613833308.4538019,0,long_path,8262,8792,8547,0.0,0.0,0.0
1613833308.543116,16,short_path,38736,159756,159714,0.0,0.0,0.0
1613833308.543766,0,long_path,8202,8563,8569,0.0,0.0,0.0
1613833308.633325,16,short_path,38751,159620,159551,0.0,0.0,0.0
1613833308.633822,0,long_path,8296,8530,8502,0.0,0.0,0.0
1613833308.723037,16,short_path,38709,159502,159477,0.0,0.0,0.0
1613833308.7236202,0,long_path,8203,8489,8489,0.0,0.0,0.0
1613833308.813654,16,short_path,38732,159474,159406,0.0,0.0,0.0
1613833308.8142421,0,long_path,8285,8543,8519,0.0,0.0,0.0
1613833308.918008,16,short_path,38824,159419,159376,0.0,0.0,0.0
1613833308.9186041,0,long_path,8265,8551,8571,0.0,0.0,0.0
1613833308.99313,16,short_path,38703,159444,159374,0.0,0.0,0.0
1613833308.993672,0,long_path,8255,8532,8569,0.0,0.0,0.0
1613833309.0827808,16,short_path,38832,159439,159397,0.0,0.0,0.0
1613833309.083458,0,long_path,8271,8590,8592,0.0,0.0,0.0
1613833309.173571,16,short_path,38720,159489,159415,0.0,0.0,0.0
1613833309.174232,0,long_path,8244,28403,8551,0.0,0.0,0.0
1613833309.262454,16,short_path,38746,159531,159492,0.0,0.0,0.0
1613833309.262826,0,long_path,8533,8548,8549,0.0,0.0,0.0
1613833309.35291,16,short_path,38688,159295,159457,0.0,0.0,0.0
1613833309.353306,0,long_path,8225,8579,8556,0.0,0.0,0.0
1613833309.442559,16,short_path,38703,159202,159162,0.0,0.0,0.0
1613833309.443151,0,long_path,8241,8511,8551,0.0,0.0,0.0
1613833309.5330958,16,short_path,38657,159096,159083,0.0,0.0,0.0
1613833309.533707,0,long_path,8268,8564,8597,0.0,0.0,0.0
1613833309.623057,16,short_path,38683,159028,159010,0.0,0.0,0.0
1613833309.623647,0,long_path,8238,8530,8536,0.0,0.0,0.0
1613833309.712994,16,short_path,38726,159008,158994,0.0,0.0,0.0
1613833309.713471,0,long_path,8287,8558,8505,0.0,0.0,0.0
1613833309.8032792,16,short_path,38661,159025,158979,0.0,0.0,0.0
1613833309.80385,0,long_path,8246,8572,8523,0.0,0.0,0.0
1613833309.8929741,16,short_path,38874,158988,158948,0.0,0.0,0.0
1613833309.893533,0,long_path,8260,8526,8549,0.0,0.0,0.0
1613833309.982751,16,short_path,38668,158997,158941,0.0,0.0,0.0
1613833309.98335,0,long_path,8231,8543,8518,0.0,0.0,0.0
1613833310.08778,16,short_path,38651,158926,158856,0.0,0.0,0.0
1613833310.088398,0,long_path,8269,8521,8592,0.0,0.0,0.0
1613833310.1780128,16,short_path,38614,158656,158610,0.0,0.0,0.0
1613833310.178627,0,long_path,8261,27594,8547,0.0,0.0,0.0
1613833310.253164,16,short_path,38610,158556,158541,0.0,0.0,0.0
1613833310.253772,0,long_path,8267,8504,8561,0.0,0.0,0.0
1613833310.342727,16,short_path,38578,158492,158353,0.0,0.0,0.0
1613833310.343288,0,long_path,8246,8543,8566,0.0,0.0,0.0
1613833310.433099,16,short_path,38567,158422,158195,0.0,0.0,0.0
1613833310.4337249,0,long_path,8242,8545,8474,0.0,0.0,0.0
1613833310.522793,16,short_path,38557,158348,158273,0.0,0.0,0.0
1613833310.523222,0,long_path,8259,8567,8522,0.0,0.0,0.0
1613833310.6258292,16,short_path,38547,158264,158227,0.0,0.0,0.0
1613833310.6262841,0,long_path,8212,8503,8506,0.0,0.0,0.0
1613833310.7031722,16,short_path,38497,158275,158215,0.0,0.0,0.0
1613833310.718048,0,long_path,8296,8531,8548,0.0,0.0,0.0
1613833310.7929752,16,short_path,38531,158233,158197,0.0,0.0,0.0
1613833310.7935932,0,long_path,8255,8545,8519,0.0,0.0,0.0
1613833310.883251,16,short_path,38492,158060,158002,0.0,0.0,0.0
1613833310.883744,0,long_path,8275,8538,8494,0.0,0.0,0.0
1613833310.9729679,16,short_path,38466,157826,157769,0.0,0.0,0.0
1613833310.973541,0,long_path,8280,8527,8519,0.0,0.0,0.0
1613833311.062954,16,short_path,38455,157767,157737,0.0,0.0,0.0
1613833311.0635462,0,long_path,8472,8542,8580,0.0,0.0,0.0
1613833311.167491,16,short_path,38481,157739,157707,0.0,0.0,0.0
1613833311.167867,0,long_path,8245,8535,8549,0.0,0.0,0.0
1613833311.242966,16,short_path,38464,157676,157635,0.0,0.0,0.0
1613833311.2435641,0,long_path,8251,8959,8513,0.0,0.0,0.0
1613833311.3329742,16,short_path,38453,157669,157610,0.0,0.0,0.0
1613833311.33356,0,long_path,8245,8537,8641,0.0,0.0,0.0
1613833311.4231958,16,short_path,38465,157664,157578,0.0,0.0,0.0
1613833311.423789,0,long_path,8288,8534,8478,0.0,0.0,0.0
1613833311.512668,16,short_path,38478,157677,157643,0.0,0.0,0.0
1613833311.513199,0,long_path,8265,8560,8546,0.0,0.0,0.0
1613833311.6029708,16,short_path,38478,157699,157633,0.0,0.0,0.0
1613833311.603574,0,long_path,8310,8531,8511,0.0,0.0,0.0
1613833311.693218,16,short_path,38422,157489,157417,0.0,0.0,0.0
1613833311.6937869,0,long_path,8277,8519,8467,0.0,0.0,0.0
1613833311.7977731,16,short_path,38440,157378,157309,0.0,0.0,0.0
1613833311.798392,0,long_path,8245,8560,8520,0.0,0.0,0.0
1613833311.888066,16,short_path,38443,157330,157290,0.0,0.0,0.0
1613833311.888609,0,long_path,8265,8516,8506,0.0,0.0,0.0
1613833311.963076,16,short_path,38422,157309,157254,0.0,0.0,0.0
1613833311.963618,0,long_path,8233,26242,8515,0.0,0.0,0.0
1613833312.052632,16,short_path,38770,157281,157239,0.0,0.0,0.0
1613833312.053112,0,long_path,8269,8537,8557,0.0,0.0,0.0
