timestamp,idx,path,c1,c2,c3
1613790573.152837,16,short_path,35637,128899,128898
1613790573.153321,0,long_path,8244,8477,8496
1613790573.242961,16,short_path,35621,128972,128916
1613790573.243339,0,long_path,8268,8486,8437
1613790573.332831,16,short_path,35631,129022,129010
1613790573.333339,0,long_path,8289,8473,8450
1613790573.422909,16,short_path,35648,129127,129069
1613790573.42352,0,long_path,8312,8511,8533
1613790573.512654,16,short_path,35659,129174,129125
1613790573.5131571,0,long_path,8248,8500,8507
1613790573.602816,16,short_path,35734,129203,129175
1613790573.6032739,0,long_path,8201,8492,8475
1613790573.692245,16,short_path,35692,129149,129118
1613790573.692752,0,long_path,8246,8450,8506
1613790573.782797,16,short_path,35676,129138,129115
1613790573.783301,0,long_path,8245,8425,8454
1613790573.8728771,16,short_path,35676,129199,129147
1613790573.8734531,0,long_path,8262,63646,8505
1613790573.9629362,16,short_path,35705,129219,129220
1613790573.963383,0,long_path,8258,8534,8454
1613790574.052885,16,short_path,35713,129334,129307
1613790574.0532649,0,long_path,8278,8474,8465
1613790574.1427882,16,short_path,35757,129461,129838
1613790574.143253,0,long_path,8258,8477,8737
1613790574.232299,16,short_path,35769,129475,129430
1613790574.232759,0,long_path,8258,8477,8479
1613790574.337694,16,short_path,35776,129491,129480
1613790574.338193,0,long_path,8250,8468,8496
1613790574.4128919,16,short_path,35649,129450,129432
1613790574.413418,0,long_path,8296,8487,8443
1613790574.5030432,16,short_path,35778,129431,129378
1613790574.503417,0,long_path,8254,8485,8481
1613790574.6072488,16,short_path,35771,129414,129378
1613790574.6077251,0,long_path,8216,8450,8443
1613790574.682922,16,short_path,35786,129448,129411
1613790574.683397,0,long_path,8274,8473,8492
1613790574.772774,16,short_path,35798,129522,129462
1613790574.773315,0,long_path,8475,8462,8460
1613790574.8624058,16,short_path,35820,129556,129527
1613790574.865686,0,long_path,8227,64042,8446
1613790574.952817,16,short_path,35865,129665,129648
1613790574.9533381,0,long_path,8251,8768,8512
1613790575.0427158,16,short_path,35889,129733,129546
1613790575.043238,0,long_path,8305,8447,8528
1613790575.132821,16,short_path,35947,129824,129810
1613790575.13335,0,long_path,8254,8467,8490
1613790575.2226298,16,short_path,36095,130263,130221
1613790575.223168,0,long_path,8290,8441,8462
1613790575.3126788,16,short_path,36341,131018,131042
1613790575.313071,0,long_path,8244,8455,8466
1613790575.4178,16,short_path,36362,131743,131707
1613790575.4183302,0,long_path,8266,8472,8441
1613790575.4925,16,short_path,36569,132060,132026
1613790575.4930491,0,long_path,8251,8474,8495
1613790575.583463,16,short_path,36498,132292,132247
1613790575.5839748,0,long_path,8268,8444,8424
1613790575.673056,16,short_path,36695,132598,132576
1613790575.6734889,0,long_path,8302,8477,8472
1613790575.775685,16,short_path,36755,132853,132808
1613790575.776015,0,long_path,8504,8462,8454
1613790575.852751,16,short_path,36763,133056,132967
1613790575.8532522,0,long_path,8264,8508,8463
1613790575.972872,16,short_path,36787,133174,133184
1613790575.973269,0,long_path,8263,8411,8466
1613790576.032941,16,short_path,36859,133447,133452
1613790576.0334651,0,long_path,8273,8465,8859
1613790576.1375759,16,short_path,36865,133479,133462
1613790576.138313,0,long_path,8227,8462,8477
1613790576.212409,16,short_path,36890,133566,133511
1613790576.212734,0,long_path,8257,8481,8472
1613790576.30266,16,short_path,36909,133648,133638
1613790576.303127,0,long_path,8272,8463,8451
1613790576.407837,16,short_path,36926,133751,133713
1613790576.422772,0,long_path,8246,8485,8480
1613790576.4824069,16,short_path,36943,133853,133815
1613790576.482805,0,long_path,8260,8469,8465
1613790576.5726342,16,short_path,36912,133952,133933
1613790576.5732381,0,long_path,8269,8473,8476
1613790576.6631858,16,short_path,37010,134069,134017
1613790576.6639528,0,long_path,8249,8475,8465
1613790576.752724,16,short_path,37002,134178,134148
1613790576.753268,0,long_path,8463,8482,8483
1613790576.842874,16,short_path,37048,134294,139576
1613790576.8433568,0,long_path,8256,8494,8435
1613790576.9326,16,short_path,37047,134311,134564
1613790576.933106,0,long_path,8326,8455,8579
1613790577.022828,16,short_path,37058,134333,134288
1613790577.023381,0,long_path,8270,8474,8457
1613790577.112561,16,short_path,37054,134310,134302
1613790577.113037,0,long_path,8221,8463,8462
1613790577.2024472,16,short_path,37073,134310,134268
1613790577.202869,0,long_path,8274,8498,8451
1613790577.2925692,16,short_path,37055,134329,134281
1613790577.2929192,0,long_path,8261,8455,8459
1613790577.382554,16,short_path,37050,134372,134321
1613790577.397155,0,long_path,8255,8456,8416
1613790577.473782,16,short_path,37114,134436,134401
1613790577.4746282,0,long_path,8269,8475,8453
1613790577.577634,16,short_path,37217,134537,134504
1613790577.578132,0,long_path,8274,8460,8462
1613790577.6527119,16,short_path,37130,134612,134578
1613790577.653059,0,long_path,8254,8461,8422
1613790577.74275,16,short_path,37166,134982,134728
1613790577.743069,0,long_path,8446,8608,8474
1613790577.832713,16,short_path,37168,134719,134818
1613790577.8479,0,long_path,8263,8494,8443
1613790577.922601,16,short_path,37158,134664,134616
1613790577.9229922,0,long_path,8236,8456,8518
1613790578.027345,16,short_path,37173,134753,134702
1613790578.027662,0,long_path,8256,8472,8458
1613790578.102773,16,short_path,37168,134705,134682
1613790578.103416,0,long_path,8226,8475,8449
1613790578.208006,16,short_path,37149,134641,134629
1613790578.208371,0,long_path,8272,8441,8449
1613790578.282729,16,short_path,37180,134634,134590
1613790578.283215,0,long_path,8269,8447,8479
1613790578.387926,16,short_path,37311,134626,134601
1613790578.388745,0,long_path,8232,8455,8468
1613790578.4623559,16,short_path,37115,134642,134594
1613790578.462755,0,long_path,8261,8492,8503
1613790578.552775,16,short_path,37325,134624,134590
1613790578.553378,0,long_path,8440,8396,8451
1613790578.642922,16,short_path,37132,134662,134613
1613790578.6436648,0,long_path,8277,3575,8416
1613790578.732525,16,short_path,37101,134551,134494
1613790578.732909,0,long_path,8278,8348,8430
1613790578.822361,16,short_path,37108,134492,134405
1613790578.822832,0,long_path,8291,8473,8452
1613790578.91276,16,short_path,37079,134433,134260
1613790578.9131362,0,long_path,8262,8457,8384
1613790579.002521,16,short_path,37055,134360,134333
1613790579.003092,0,long_path,8236,8434,8460
1613790579.107689,16,short_path,37048,134352,134297
1613790579.108327,0,long_path,8249,8479,8449
